spectrum_identity,material
murmanite__r110202__raman__532__0__unoriented__raman_data_processed__35977,mineral
muscovite,mineral
muscovite (wards),other material
muscovite__r040104-1__infrared__infrared_data_processed__316,mineral
muscovite__r040104__raman__514__0__unoriented__raman_data_processed__29999,mineral
muscovite__r040104__raman__532__0__unoriented__raman_data_processed__30000,mineral
muscovite__r040104__raman__785__0__unoriented__raman_data_processed__30001,mineral
muscovite__r040108-1__infrared__infrared_data_processed__317,mineral
muscovite__r040108__raman__514__0__unoriented__raman_data_processed__9509,mineral
muscovite__r040108__raman__532__0__unoriented__raman_data_processed__30003,mineral
muscovite__r040108__raman__785__0__unoriented__raman_data_processed__30004,mineral
muscovite__r040124__raman__514__0__unoriented__raman_data_processed__30222,mineral
muscovite__r040124__raman__532__0__unoriented__raman_data_processed__19732,mineral
muscovite__r040124__raman__785__0__unoriented__raman_data_processed__30221,mineral
muscovite__r050080-1__infrared__infrared_data_processed__318,mineral
muscovite__r050080__raman__514__0__unoriented__raman_data_processed__10046,mineral
muscovite__r050080__raman__532__0__unoriented__raman_data_processed__21445,mineral
muscovite__r050080__raman__785__0__unoriented__raman_data_processed__21447,mineral
muscovite__r050188-1__infrared__infrared_data_processed__1090,mineral
muscovite__r050188-1__infrared__infrared_data_processed__918,mineral
muscovite__r050188__raman__514__0__unoriented__raman_data_processed__10210,mineral
muscovite__r050188__raman__532__0__unoriented__raman_data_processed__30077,mineral
muscovite__r050188__raman__780__0__unoriented__raman_data_processed__30079,mineral
muscovite__r050198-1__infrared__infrared_data_processed__1138,mineral
muscovite__r050198-1__infrared__infrared_data_processed__874,mineral
muscovite__r050198__raman__532__0__unoriented__raman_data_processed__30430,mineral
muscovite__r050198__raman__780__0__unoriented__raman_data_processed__30432,mineral
muscovite__r060182__raman__532__0__unoriented__raman_data_processed__33204,mineral
muscovite__r060182__raman__780__0__unoriented__raman_data_processed__33206,mineral
muscovite__r060266__raman__532__0__unoriented__raman_data_processed__33982,mineral
muscovite__r061120__raman__532__0__unoriented__raman_data_processed__16360,mineral
muscovite__r061120__raman__785__0__unoriented__raman_data_processed__18685,mineral
muscovite__r100147__raman__532__0__unoriented__raman_data_processed__34576,mineral
muscovite__r100147__raman__780__0__unoriented__raman_data_processed__34574,mineral
mushistonite,mineral
mushistonite__r060153__raman__532__0__unoriented__raman_data_processed__8319,mineral
mushistonite__r060153__raman__780__0__unoriented__raman_data_processed__38703,mineral
myofibrillar protein,organic matter
n na o2,mineral
n na o3,mineral
n vinylpyrrolidone vinyl acetate,other material
"n,n-diethyl-m-toluamide",other plastic
"n,n-diethylcathinone hcl (lot #tadmar94)",other material
"n,n-dimethyl-m-toluamide",other plastic
"n,n-dimethylacrylamide",other plastic
"n,n-dimethylaminoethyl acrylate",other plastic
"n,n-dimethylamphetamine hcl (lot #h-0402-(s)-02)",other material
"n,n-dimethylpentylone hcl (lot #0457892-27)",other material
"n-(2-methoxyethyl)-3,4-methylenedioxyamphetamine hcl (lot #a1827)",other material
n-acetyl-d-glucosamine c8h15no6,other material
n-benzyl para-fluoro cyclopropyl norfentanyl hcl (lot #0550264-1),other material
n-benzyl para-fluoro norfentanyl hcl (lot #n19-p13a),other material
n-butyl benzoate,other plastic
n-butyl propanoate,other material
n-butylamphetamine hcl (lot #st470-1),other material
n-decyl methacrylate,other plastic
"n-ethyl-3,4-methylenedioxycathinone hcl (lot #tadsyn5may93)",other material
n-ethyl-4-methoxyamphetamine hcl (lot #n13-p58a),other material
"n-ethyl-n-methyl-1,2-diphenylethanamine hcl (lot #rm-160623-01)",other material
n-ethylamphetamine hcl (lot #2tdm-164-01),other material
n-ethylbuphedrone hcl (lot #0438716-44),other material
n-ethylcathinone hcl (lot #tad2006),other material
n-ethylnorketamine hcl (lot #36686),other material
n-ethylpentylone hcl (lot #0459051-33),other material
n-ethylpentylone hcl (lot #rm-160630-01),other material
"n-hydroxy-3,4-methylenedioxyamphetamine hcl (lot #1987-2-19a)",other material
n-methyl-1-(6-methylpyridin-2-yl)propan-2-amine hcl (lot #rm-140210-02,other material
"n-methyl-3,4-methylenedioxycathinone hcl (lot #tad225-227)",other material
n-phenylethyl-4-piperidone (lot #10155387),other material
"n-propyl-3,4-methylenedioxycathinone hcl (lot #rm-151217-01)",other material
"n-tert-butyl-3,4-methylenedioxycathinone hcl (lot #rm-160115-01)",other material
n-vinylformamide,other plastic
n-vinylpyrrolidone,other material
n2 o6 sr,mineral
na o3 sb,mineral
na2 o3 s2,mineral
na2 o4 s,mineral
na2 o8 s2,mineral
na3 o4 p,mineral
na4 o22 si8 ti2,mineral
nabalamprophyllite__r060877__raman__532__0__unoriented__raman_data_processed__13055,mineral
nabokoite,mineral
nabokoite__r070062__raman__532__0__unoriented__raman_data_processed__25056,mineral
nabokoite__r070062__raman__785__0__unoriented__raman_data_processed__25057,mineral
nacrite,mineral
nacrite__r100066__raman__532__0__unoriented__raman_data_processed__33779,mineral
nadorite,mineral
nadorite__r050523__raman__532__0__unoriented__raman_data_processed__32179,mineral
nadorite__r050523__raman__780__0__unoriented__raman_data_processed__32181,mineral
nadorite__r050525__raman__532__0__unoriented__raman_data_processed__32187,mineral
nadorite__r050525__raman__780__0__unoriented__raman_data_processed__32191,mineral
nagelschmidtite,mineral
nagelschmidtite__r070032__raman__532__0__unoriented__raman_data_processed__17195,mineral
nagyagite,mineral
nagyagite__r060723__raman__532__0__unoriented__raman_data_processed__30408,mineral
nagyagite__r060865__raman__532__0__unoriented__raman_data_processed__13005,mineral
nahcolite,mineral
nahcolite__r070237-1__infrared__infrared_data_processed__977,mineral
nahcolite__r070237__raman__532__0__unoriented__raman_data_processed__25655,mineral
nahcolite__r070237__raman__785__0__unoriented__raman_data_processed__25656,mineral
nakauriite,mineral
nakauriite__r060842__raman__532__0__unoriented__raman_data_processed__12901,mineral
nakauriite__r060976__raman__532__0__unoriented__raman_data_processed__13803,mineral
nalivkinite,mineral
nalivkinite__r070219__raman__532__0__unoriented__raman_data_processed__19836,mineral
naloxone hcl dihydrate (lot #097k1296),other material
namansilite,mineral
namansilite__r070006__raman__532__0__unoriented__raman_data_processed__17322,mineral
namansilite__r070006__raman__785__0__unoriented__raman_data_processed__17320,mineral
nambulite,mineral
nambulite__r060616__raman__532__0__unoriented__raman_data_processed__35212,mineral
namibite,mineral
namibite__r060782__raman__532__0__unoriented__raman_data_processed__30813,mineral
namibite__r060782__raman__785__0__unoriented__raman_data_processed__14545,mineral
namibite__r100182__raman__532__0__unoriented__raman_data_processed__34714,mineral
namibite__r100182__raman__780__0__unoriented__raman_data_processed__34727,mineral
namuwite,mineral
nandrolone decanoate (lot #b1314),other material
nandrolone phenylpropionate (lot #g647),other material
nandrolone undecanoate (lot #n11-p26),other material
naples yellow 10130_532,other material
naples yellow 10130_638,other material
naples yellow 10130_785,other material
naples yellow;,other material
naproxen (lot #036k1239),other material
naproxen sodium,other material
narsarsukite,mineral
narsarsukite__r060203__raman__514__0__unoriented__raman_data_processed__8403,mineral
narsarsukite__r060203__raman__532__0__unoriented__raman_data_processed__33298,mineral
narsarsukite__r060203__raman__780__0__unoriented__raman_data_processed__33300,mineral
narsarsukite__r060217__raman__532__0__unoriented__raman_data_processed__33543,mineral
natanite,mineral
natanite__r100016__raman__532__0__unoriented__raman_data_processed__33598,mineral
natanite__r100016__raman__780__0__unoriented__raman_data_processed__33600,mineral
natroalunite,mineral
natroalunite__r060406__raman__532__0__unoriented__raman_data_processed__35094,mineral
natroalunite__r060406__raman__780__0__unoriented__raman_data_processed__35096,mineral
natrobistantite__r070058__raman__532__0__unoriented__raman_data_processed__27158,mineral
natroboltwoodite,mineral
natroboltwoodite__r060880__raman__532__0__unoriented__raman_data_processed__13859,mineral
natroboltwoodite__r060880__raman__785__0__unoriented__raman_data_processed__13067,mineral
natrochalcite,mineral
natrochalcite__r050152__raman__532__0__unoriented__raman_data_processed__27247,mineral
natrochalcite__r050152__raman__780__0__unoriented__raman_data_processed__27244,mineral
natrodufrenite,mineral
natrodufrenite__r070599__raman__532__0__unoriented__raman_data_processed__23154,mineral
natrodufrenite__r070599__raman__780__0__unoriented__raman_data_processed__28346,mineral
natrojarosite,mineral
natrojarosite__r050289-1__infrared__infrared_data_processed__1246,mineral
natrojarosite__r050289__raman__532__0__unoriented__raman_data_processed__28636,mineral
natrojarosite__r050289__raman__780__0__unoriented__raman_data_processed__28638,mineral
natrojarosite__r050471-1__infrared__infrared_data_processed__1253,mineral
natrojarosite__r050471__raman__514__0__unoriented__raman_data_processed__10907,mineral
natrojarosite__r050471__raman__532__0__unoriented__raman_data_processed__30935,mineral
natrojarosite__r050471__raman__780__0__unoriented__raman_data_processed__30937,mineral
natrojarosite__r080062__raman__532__0__unoriented__raman_data_processed__28550,mineral
natrojarosite__r080062__raman__780__0__unoriented__raman_data_processed__28555,mineral
natrolemoynite,mineral
natrolemoynite__r060958__raman__532__0__unoriented__raman_data_processed__13390,mineral
natrolemoynite__r060958__raman__785__0__unoriented__raman_data_processed__19647,mineral
natrolite,mineral
natrolite__r040022 laser parallel to fiber axes__raman__514__0__unoriented__raman_data_processed__3669,mineral
"natrolite__r040022 perp to fiber axes, parallel to fibers__raman__514__0__unoriented__raman_data_processed__3661",mineral
"natrolite__r040022 perp to fiber axes, perp to fibers__raman__514__0__unoriented__raman_data_processed__3666",mineral
natrolite__r040022-1__infrared__infrared_data_processed__319,mineral
natrolite__r040022__raman__514__0__unoriented__raman_data_processed__29936,mineral
natrolite__r040022__raman__532__0__unoriented__raman_data_processed__26088,mineral
natrolite__r040022__raman__780__0__unoriented__raman_data_processed__26090,mineral
natrolite__r040102-1__infrared__infrared_data_processed__320,mineral
natrolite__r040102__raman__514__0__unoriented__raman_data_processed__9539,mineral
natrolite__r040102__raman__532__0__unoriented__raman_data_processed__15837,mineral
natrolite__r040102__raman__785__0__unoriented__raman_data_processed__15835,mineral
natrolite__r040112-1__infrared__infrared_data_processed__321,mineral
natrolite__r040112__raman__514__0__unoriented__raman_data_processed__9517,mineral
natrolite__r040112__raman__532__0__unoriented__raman_data_processed__19687,mineral
natrolite__r040112__raman__785__0__unoriented__raman_data_processed__19689,mineral
natrolite__r050589-1__infrared__infrared_data_processed__522,mineral
natrolite__r050589__raman__532__0__unoriented__raman_data_processed__32533,mineral
natrolite__r050589__raman__780__0__unoriented__raman_data_processed__32535,mineral
natrolite__r060561__raman__532__0__unoriented__raman_data_processed__11011,mineral
natrolite__r060561__raman__532__0__unoriented__raman_data_processed__39102,mineral
natrolite__r060561__raman__780__0__unoriented__raman_data_processed__39104,mineral
natrolite__r120124__raman__532__0__unoriented__raman_data_processed__36988,mineral
natrolite__r120124__raman__780__0__unoriented__raman_data_processed__36974,mineral
natropalermoite,mineral
natropalermoite__r130092__raman__532__0__unoriented__raman_data_processed__37866,mineral
natropalermoite__r130092__raman__780__0__unoriented__raman_data_processed__37948,mineral
natrosilite,mineral
natrosilite__r060855__raman__532__0__unoriented__raman_data_processed__12933,mineral
natrosilite__r060855__raman__785__0__unoriented__raman_data_processed__15963,mineral
natur-/styrol-butadien-rubber,styrene-butadiene
natural rubber,other plastic
naturkautschuk,other plastic
naujakasite,mineral
naujakasite__r060975__raman__532__0__unoriented__raman_data_processed__13799,mineral
naujakasite__r060975__raman__785__0__unoriented__raman_data_processed__13801,mineral
naumannite,mineral
nb o2,mineral
nb2 o5,mineral
nchwaningite,mineral
nchwaningite__r140275__raman__532__0__unoriented__raman_data_processed__38988,mineral
nchwaningite__r140275__raman__780__0__unoriented__raman_data_processed__38990,mineral
nd2 o3,mineral
nealite,mineral
nealite__r060774__raman__532__0__unoriented__raman_data_processed__14360,mineral
